ID,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,Class
68,0,105,Gold,2,3,-30.183529281975,3,1,0,0,12,No,8,-5.24270346044866,3,0,4,14,48,7,9,12,22,-18.4278236761841,9,0,-0.903511159373603,0,1,1,1,0,0.531875504719847,3,0,41,16,Female,-68.1744144296787,18,25,3,-4.26927782082805,20,Yes,7,7,392,1,5.37084309746809,6,1,16,1,16.2643656303,1,Low,0,2,8,3,0,2,20,0
69,1,163,Silver,5,37,52.5123552226376,81,17,9,3,36,Yes,78,12.9973285545407,0,0,12,12,94,26,22,18,49,19.489684539172,18,0,-10.595603374174,0,8,0,15,0,-4.15197931463876,40,5,71,32,Female,35.2775605958024,65,35,62,14.8336465551223,33,Yes,26,26,922,19,-13.532225534001,1,15,47,17,-45.6743817943155,2,Low,7,1,32,37,4,0,33,3
70,38,403,Gold,4,24,18.1557919791328,50,12,4,0,62,No,55,-2.79578002068426,27,2,12,86,181,18,34,27,168,30.2407988993762,37,1,-13.8454305637025,2,6,11,8,0,16.0617073581428,5,2,191,32,Male,335.455487341932,134,158,6,3.00188262467996,42,Yes,18,18,1961,60,-7.38411828208279,1,8,58,12,75.1342348221202,0,High,6,6,19,24,1,12,42,0
71,7,550,Gold,9,33,129.885603466859,145,15,7,0,59,Yes,147,-10.7689763952876,33,2,39,166,327,70,53,38,201,86.1453587400622,73,1,8.55025178417642,5,7,12,36,34,29.2197382149269,36,12,262,37,Female,569.565591841582,180,200,41,33.6382271713096,58,No,70,70,2785,60,-8.9467693169709,0,36,118,15,25.9295253576514,3,Low,11,8,36,33,18,14,58,3
72,0,34,Platinum,0,2,-36.7889371215351,0,0,0,0,0,No,3,1.56349787226347,1,0,0,2,13,0,0,1,6,-42.095080919478,0,0,-0.413854906389301,0,0,0,0,0,-1.47969521838789,0,0,10,0,Male,-156.042386724776,5,6,0,-0.152363684207012,3,Yes,0,0,88,0,0.511384964208208,0,0,3,0,2.71564883750998,0,Low,0,0,5,2,0,1,3,0
73,1,182,Platinum,2,12,10.7985131650162,48,8,4,0,31,No,43,2.50404367259477,8,0,9,45,70,11,14,17,55,14.9980560994836,7,2,-0.474756933200769,2,3,3,8,5,-10.7744469375616,11,15,95,16,Male,36.4451082732165,46,25,35,-24.1689718047789,59,Yes,11,11,819,17,-14.1140155395718,0,8,48,8,-2.62111293550116,0,Medium,3,1,10,12,6,3,59,1
74,2,44,Silver,1,1,-25.6891897660382,12,1,0,0,1,Yes,10,0.739755056047824,6,0,1,8,25,4,2,2,20,-32.7288095838376,5,0,3.28401703749721,1,1,2,0,2,0.611018844238177,7,2,18,6,Female,-133.23750323808,8,11,9,-2.66398549799296,11,Yes,4,4,206,8,-3.16075948049003,1,0,9,1,-6.03062790385016,0,Low,0,0,3,1,0,3,11,2
75,0,88,Diamond,3,3,-27.9305873964,8,0,1,0,6,Yes,10,1.59433734727006,3,1,6,19,43,4,4,5,24,-21.4597322000574,4,0,2.4972382237534,0,2,1,1,0,-3.54315984326061,14,0,30,4,Female,-87.3098527732781,13,15,12,-11.2427519428646,25,Yes,4,4,325,4,-0.18601708549245,7,1,16,0,6.15349351158852,0,High,1,2,6,3,0,1,25,2
76,0,59,Platinum,2,4,-26.2460070058397,12,1,0,0,3,Yes,7,1.05656077598094,2,0,0,8,33,0,2,4,18,-35.5262184635905,5,0,-2.37264810912994,0,0,0,0,0,0.98682190204276,1,0,18,7,Male,-120.931876760332,9,13,1,-1.03912434122811,7,Yes,0,0,211,7,-5.40134847910303,0,0,6,1,5.64014331380223,1,High,0,1,7,4,0,2,7,0
77,0,174,Platinum,5,10,9.36708682700219,46,7,5,0,24,Yes,44,-5.29774127661836,8,0,15,50,103,14,21,24,68,21.9729141981226,15,0,-2.99231392770266,4,6,2,7,9,-4.11945867447878,23,3,93,19,Male,47.64714558393,74,25,38,-19.242317979964,57,Yes,14,14,925,16,-11.4831863787281,1,7,43,7,-16.1632796039669,1,Low,0,5,7,10,3,2,57,2
78,1,150,Platinum,4,14,6.74865351129238,33,10,10,1,19,No,38,7.70027105969024,13,2,5,15,79,24,22,6,38,11.5843637437566,13,0,5.74651489790108,1,8,2,10,0,-0.931907461520395,14,8,96,21,Female,13.2917851148613,48,31,36,-1.18588957335132,40,Yes,24,24,752,22,6.48189547396854,1,10,40,10,-19.5962956235974,1,High,0,4,18,14,6,8,40,3
79,9,319,Silver,7,33,48.4198027643298,64,27,7,0,37,No,60,6.68045472802256,13,1,24,70,156,45,36,23,120,47.456806025337,24,0,-0.582364205543339,0,1,7,18,20,-4.10015553633723,30,18,180,16,Male,242.190947336795,102,95,61,15.3577818694509,52,Yes,45,45,1639,42,12.0909347701626,0,18,107,27,1.53668697755447,2,Low,8,3,36,33,9,5,52,1
80,1,117,Silver,7,43,31.7110588655108,51,5,1,5,38,No,47,18.2101018601099,13,0,4,32,97,25,29,8,47,2.03176547242161,14,1,-16.426084343841,2,9,5,17,1,1.51239140572994,17,2,121,14,Female,18.2340536133501,42,61,51,31.422831598282,9,Yes,25,25,888,19,5.2804915463473,0,17,39,5,-58.119175428391,9,Low,0,4,46,43,13,6,9,3
81,0,233,Gold,13,19,37.178387644303,61,9,7,2,29,Yes,66,3.98006835822459,11,2,13,71,97,40,24,13,72,24.0648565615206,18,0,9.96349250896964,3,2,3,16,8,-4.94967003150518,32,10,114,14,Female,108.020387235083,60,57,39,10.7616079704218,41,Yes,40,40,1155,26,4.36092037620215,0,16,72,9,-0.954549691933937,0,High,8,2,15,19,1,3,41,1
82,5,74,Gold,0,5,-31.5511689036963,6,1,2,0,13,Yes,10,1.69653707888862,2,0,5,9,54,4,3,6,29,-21.3407846461223,10,0,1.63089390278532,0,2,2,0,0,1.06743392372112,7,0,37,12,Male,-85.497942119839,16,34,5,-7.92613707814017,22,Yes,4,4,393,5,-0.68877430144737,0,0,11,1,-0.038403767321967,0,Low,0,0,0,5,0,0,22,0
83,4,90,Platinum,0,6,-8.45354385350646,22,1,2,0,15,No,17,-7.50043261100751,3,0,8,17,47,17,15,17,25,-7.47385314817142,3,0,0.236530220042987,0,0,2,8,3,-8.02361676729877,23,6,30,6,Male,-79.7699071553161,22,15,30,-1.63180692313117,27,Yes,17,17,456,6,4.31823761771583,4,8,21,1,-8.76585982107769,0,High,0,0,9,6,2,1,27,2
84,0,220,Platinum,4,11,25.8841763712763,54,10,11,1,29,No,51,-9.20411544400613,10,2,11,21,108,33,26,24,83,27.5756858828835,32,0,5.43198020117974,2,2,2,14,8,7.96317337921703,26,7,94,11,Female,96.7628116649634,84,66,34,5.66779507747402,42,Yes,33,33,1066,24,0.549272400587667,0,14,52,10,7.61012170532333,3,Low,0,6,8,11,3,4,42,3
85,1,127,Gold,4,10,-3.50830973473972,29,3,8,1,17,No,34,1.27759186336749,9,0,4,27,69,7,20,11,34,-2.83578832475066,14,0,-5.5277392806662,2,2,2,17,0,4.26759032370201,21,1,72,9,Male,-16.6431692766376,21,42,32,-7.0086469577002,31,Yes,7,7,666,16,-4.94146260056749,6,17,27,3,-16.0036731917092,0,Medium,1,2,15,10,0,5,31,3
86,0,281,Gold,3,9,30.5535830941004,59,10,7,1,44,Yes,63,-8.70510811584975,13,0,22,61,136,36,24,22,89,22.9050840243027,15,0,8.52809970315739,0,5,9,13,12,-5.66780475679632,32,0,130,7,Female,167.719153899124,76,56,36,3.00689081287803,44,No,36,36,1239,36,-0.30935807571795,0,13,61,10,12.5938809464627,1,Medium,1,7,6,9,7,4,44,3
87,1,239,Gold,2,16,19.6843196397383,54,2,12,0,32,Yes,50,0.229181803352874,4,0,11,43,103,15,21,17,79,10.9122215471253,20,0,-5.28339652148511,2,10,1,7,0,3.9215935734006,15,6,92,16,Male,99.0118856487874,65,32,35,-2.96832159171662,37,No,15,15,965,16,-12.2814931973466,13,7,40,2,16.0439656330873,1,Medium,3,10,18,16,2,1,37,2
88,0,232,Silver,6,40,64.8232367716747,60,9,20,1,60,No,65,5.21568188361479,15,0,19,73,130,85,37,21,82,56.4465754207686,24,0,19.507013673977,7,7,4,21,0,-13.3575207697987,60,19,134,35,Female,141.882304994386,79,63,105,49.4094653524095,39,No,85,85,1418,36,48.1173671556754,0,21,69,9,-55.8511669411208,4,Medium,0,4,42,40,7,4,39,3
89,1,209,Gold,6,9,11.2523351002097,43,6,7,1,24,Yes,41,-2.55324956213225,7,1,26,28,96,21,24,17,64,24.1604484848765,26,0,4.58017527595365,1,4,2,14,10,6.20602736219501,46,3,89,12,Female,69.4160558825221,45,33,38,-11.7388457423335,53,Yes,21,21,923,20,-3.45695255180499,0,14,51,6,5.111252031497,1,Medium,1,2,7,9,2,3,53,3
90,0,129,Gold,5,17,-6.22700004443148,25,7,3,1,9,No,22,3.61296852692708,4,1,10,24,75,13,14,13,49,-4.30486737656564,11,0,-5.37889194644041,1,1,0,8,1,-2.57224825339135,16,9,48,14,Female,-23.0632600896825,38,28,29,1.72243886646541,26,No,13,13,624,18,0.720560643928268,1,8,38,7,-2.34606466567572,0,Low,2,2,14,17,3,2,26,0
91,0,32,Silver,1,1,-31.7953269916676,6,0,1,0,5,No,2,-1.17275997161706,0,0,0,5,11,3,4,3,7,-38.0780293482373,3,0,-0.067925989400721,0,0,0,1,0,0.961758011440443,0,0,14,0,Male,-154.524331358586,3,13,5,2.3489371048731,3,No,3,3,119,2,-1.37531390330367,1,1,4,0,-0.921312465318837,0,Medium,0,0,0,1,0,0,3,0
92,2,271,Platinum,21,20,65.3434280530105,82,22,20,1,40,Yes,87,-9.75143156457894,10,2,20,81,158,59,42,38,76,73.3289737438569,24,0,9.35417187489913,1,7,4,26,0,-13.5884928851745,53,2,123,39,Male,177.477940984132,53,67,77,5.80545313755698,75,Yes,59,59,1522,26,10.0527572827168,0,26,61,22,-35.1084806443364,2,Medium,7,6,17,20,4,3,75,1
93,1,169,Silver,8,21,41.2673349249789,64,8,8,0,27,Yes,62,-0.163435332469257,9,1,2,31,103,40,21,20,52,26.3988552197554,23,0,7.54995487902336,0,2,3,12,0,-3.76720157179498,40,3,102,27,Female,51.5981391791309,57,36,61,11.827606019276,41,Yes,40,40,959,19,4.2359741237592,0,12,60,8,-44.0570924324799,0,Low,7,2,23,21,5,5,41,3
94,5,256,Platinum,3,25,40.6604931837645,65,9,10,2,37,Yes,61,-4.64884583114725,21,4,17,64,135,31,28,25,95,8.21306644482196,13,0,-10.6353762285814,4,3,5,25,14,-3.98154004844671,21,5,121,19,Male,155.750592874662,77,94,30,26.3363675187312,15,Yes,31,31,1299,29,-2.01278153202745,1,25,62,9,9.2319360462055,1,Low,3,8,23,25,0,8,15,1
95,0,244,Silver,7,15,8.75488901825794,39,4,3,1,29,Yes,36,-5.76618921680551,6,0,10,57,110,21,29,28,111,39.8955510925174,24,0,-2.70781751109429,0,9,5,9,8,0.032162429199309,29,5,114,11,Female,133.447435648325,78,94,38,-18.9949336926065,68,No,21,21,1238,31,-0.450428357508541,0,9,69,4,21.7027968509394,5,Low,0,6,13,15,2,1,68,0
96,3,159,Gold,8,18,26.7213968296961,53,9,5,0,34,No,51,-3.21608134325421,4,1,8,33,116,33,15,20,74,6.07760349861027,17,1,2.861824030902,0,1,3,15,1,-4.52476914581333,36,16,71,5,Female,44.4066110681405,57,57,51,18.3671799638708,22,Yes,33,33,900,22,2.40911759171716,0,15,50,9,-28.2388725576384,4,Low,4,1,13,18,0,0,22,3
97,4,245,Gold,5,16,0.236309086134651,30,6,4,1,27,No,25,3.75329468800236,4,0,25,63,103,18,26,16,70,28.9972150855525,21,0,0.208774942035937,2,1,0,1,5,0.993009386744047,40,4,87,7,Male,99.3094259485717,36,55,33,-17.8720239046674,62,Yes,18,18,1016,19,2.46715109406687,1,1,58,6,35.6131882353977,2,Low,0,0,19,16,3,2,62,0
98,1,188,Platinum,12,24,47.1522279228683,70,8,14,1,39,No,75,-8.32168126490479,5,0,19,55,102,47,30,36,66,53.6796471719412,30,0,3.92589300757624,1,8,3,7,3,-5.78751200447899,48,9,123,10,Female,83.7665516086341,74,56,67,7.42674027212788,60,No,47,47,1175,28,5.10602759677214,0,7,75,8,-47.7077673893997,8,Low,1,4,19,24,9,1,60,3
99,0,280,Platinum,10,15,1.45366721246109,37,2,5,1,25,Yes,39,-19.4271943395131,8,1,15,51,174,12,26,55,89,67.6097897962927,28,0,-12.8424030905085,0,8,5,3,0,-10.0111122553967,23,0,135,7,Male,193.103285325983,62,135,16,-47.1643769093232,104,Yes,12,12,1320,32,-7.78445677239221,16,3,64,2,32.0465039778012,1,Medium,0,9,11,15,0,2,104,0
100,0,36,Platinum,0,1,-35.9200144218239,0,0,0,0,2,No,4,0.201670110448909,2,2,0,2,18,2,2,2,9,-37.2714036393607,2,0,1.04393713747943,0,0,0,0,0,-0.532803956668303,0,0,14,2,Male,-148.71366596042,4,12,0,-1.5044731641775,7,Yes,2,2,130,1,2.11606100612766,0,0,6,0,1.27106539905474,0,Low,0,1,5,1,0,0,7,2
101,1,299,Diamond,9,7,3.32796104768055,37,3,6,0,35,Yes,40,-9.717893664869,4,0,19,44,120,15,37,31,77,52.2039566235528,21,0,-2.97492135971469,1,3,2,6,0,-2.24889318463637,36,6,126,8,Female,172.169397366251,56,92,33,-39.597568700377,90,Yes,15,15,1197,22,-5.03004745220276,28,6,75,3,42.2418592556392,0,Medium,0,3,11,7,1,1,90,0
102,4,111,Silver,2,6,-18.7946264521044,11,3,2,0,18,No,16,-6.94049262860679,1,0,14,12,53,14,12,15,28,-15.2956645727071,10,0,-1.36531913121017,0,2,0,10,1,-0.049504781608231,12,2,43,5,Male,-55.6735041495524,34,32,7,5.41109641338426,15,Yes,14,14,473,11,7.76465169216754,0,10,14,3,11.5578647929502,1,Low,6,3,8,6,3,1,15,3
103,2,164,Gold,1,14,-6.21015162442701,25,9,2,0,22,No,21,5.91129710687843,5,0,9,28,71,11,10,7,38,-13.1438937969503,10,0,-2.15659986771416,2,5,2,8,1,0.097284156785902,7,1,75,8,Female,10.2478013742508,55,49,18,2.59915608207508,20,No,11,11,662,6,-0.157543084071752,1,8,32,9,16.7235118528893,0,Low,1,2,17,14,15,1,20,1
104,0,87,Platinum,1,2,-34.0709751539589,2,1,1,0,4,No,7,0.073812939975034,2,0,6,11,34,2,7,4,24,-28.6400545186966,6,0,-0.467497585949649,0,0,1,1,0,2.17318670432824,8,0,25,0,Female,-95.5061908569119,11,14,4,-4.65477025161442,14,Yes,2,2,279,4,1.16567359424372,10,1,20,1,15.7793731054837,0,Low,4,0,5,2,0,1,14,3
105,3,85,Platinum,1,17,-12.4280364104197,17,1,2,1,10,No,13,5.85313705608794,1,0,3,3,34,9,11,6,26,-25.151429004588,5,0,-7.35798811298917,0,0,0,7,4,-1.36500564836713,10,8,27,2,Female,-90.876741247124,19,19,22,10.8515624044893,6,Yes,9,9,348,7,3.59767963538721,3,7,22,1,0.551901575771108,0,Medium,0,0,22,17,3,1,6,0
106,0,33,Gold,2,1,-32.2297883415232,6,1,0,0,2,Yes,2,-0.328706292275911,1,1,0,8,14,2,5,2,19,-38.2672970805678,3,0,-0.624509200499869,0,0,0,1,0,1.80009086789478,0,0,10,0,Female,-153.457343474297,8,4,0,1.91178707236893,3,Yes,2,2,124,0,-2.17765192426339,0,1,5,1,2.79667550043314,0,High,0,0,0,1,0,0,3,2
107,8,112,Gold,2,3,-31.617121676917,5,0,0,0,4,Yes,3,-1.3192624575989,0,0,2,8,33,1,3,7,20,-30.3528599204588,5,0,-1.92054911610504,0,0,0,0,0,-0.639946717311459,3,3,37,10,Female,-73.7659869303248,10,19,4,-4.66733076905728,13,Yes,1,1,314,6,-0.867360049687526,2,0,8,0,26.477978567533,1,Low,0,2,7,3,0,0,13,2
108,0,127,Platinum,2,5,-27.9078811196838,7,0,1,1,14,No,11,-1.31104868590353,1,0,4,18,47,8,10,9,36,-14.7559996516266,9,0,0.695392638306301,0,1,1,1,1,0.010670462548726,13,0,27,7,Male,-52.3401650051371,19,28,11,-6.62810959013077,25,No,8,8,433,6,2.8298555999207,2,1,26,0,26.5192146966937,0,Low,1,1,3,5,0,0,25,2
109,0,135,Platinum,4,17,10.9427260281995,33,11,10,0,38,Yes,38,3.06771299123752,6,0,10,22,85,39,32,9,49,13.271126344835,11,0,6.23292432007614,2,1,1,4,0,-2.66177557086593,47,4,73,33,Female,5.16376198455261,55,41,59,19.1398809845101,27,Yes,39,39,803,20,16.8534121885179,0,4,37,11,-35.0973495350632,3,Low,1,2,14,17,9,3,27,1
110,0,36,Platinum,0,1,-35.2952498100841,0,1,0,0,3,Yes,3,-1.92771152324649,0,0,3,2,7,3,3,4,4,-39.4887857511246,1,0,-0.555197312735637,0,0,0,1,0,-0.839315542586332,3,0,10,0,Female,-157.534228061563,5,5,0,2.8028001098016,2,Yes,3,3,95,1,3.03419744619081,0,1,4,1,4.78484747803047,0,Medium,0,0,5,1,0,0,2,0
111,7,325,Platinum,3,35,50.0435598962657,64,12,3,1,66,Yes,61,6.04985975537548,6,1,28,64,131,52,27,21,82,42.1780740177369,28,0,6.78991564297641,0,4,5,9,0,-3.67290363654825,46,6,117,26,Female,201.480823535245,70,91,53,21.7825893507624,46,Yes,52,52,1366,42,16.9073059162563,0,9,86,12,30.5764123798741,1,Low,3,5,37,35,2,0,46,3
112,2,323,Platinum,4,9,14.8680637350494,52,8,2,0,31,No,50,0.037303259396324,4,1,21,30,186,14,30,20,129,53.6691377246397,37,0,4.56886221925103,0,12,1,2,0,12.346990176525,33,9,156,10,Male,247.018208719279,108,109,37,-40.7307675728478,92,Yes,14,14,1445,22,-14.049782110675,15,2,83,8,25.4230914801923,1,Medium,0,8,12,9,0,2,92,0
113,0,74,Platinum,1,1,-28.0433936298504,10,0,0,0,0,No,6,-2.11898912705631,0,0,3,4,30,4,8,5,16,-28.3082372264996,8,0,0.394410774150696,0,1,0,1,0,4.06065882683254,6,0,20,0,Female,-111.772951688773,8,10,4,-2.13465653492839,12,Yes,4,4,223,2,-2.70534754431867,3,1,12,0,11.8796307947869,0,High,0,0,0,1,0,0,12,0
114,0,115,Gold,5,16,18.5479066328098,47,7,7,2,24,Yes,50,4.33594174075967,4,1,10,35,67,27,17,10,35,8.75663416053913,21,0,6.25590116332156,0,4,1,15,12,2.6592462371344,26,2,49,11,Male,-30.7026338579389,34,33,48,6.86491577721409,32,Yes,27,27,744,14,0.309265416307955,0,15,35,7,-33.1093561928238,5,High,1,1,11,16,8,2,32,0
115,0,148,Gold,4,10,-1.87280076407563,31,4,5,0,22,Yes,28,2.64022672734777,6,0,7,27,65,14,16,9,45,3.60898435395225,22,0,2.76744791027445,1,3,1,4,0,7.43632368425099,18,5,65,13,Female,-6.08909207497159,42,38,22,-6.17604065361799,36,No,14,14,673,13,-2.38104327579429,17,4,43,4,6.82429142153884,0,Medium,0,3,13,10,2,4,36,3
116,2,126,Gold,1,7,-11.5989296797762,27,5,0,0,20,Yes,22,7.4418267710751,5,0,7,28,71,6,5,4,42,-6.29796971740999,6,0,5.31215810577295,0,1,4,1,0,-5.82798325623289,11,3,49,18,Female,-25.5324602048834,31,53,10,-21.2603462580802,44,Yes,6,6,615,14,-8.95229720925944,9,1,34,5,10.1726459115013,0,Low,1,1,5,7,1,1,44,0
117,1,117,Diamond,3,12,-8.20369936703376,24,4,3,0,15,No,28,1.41787538378289,5,0,4,20,62,9,15,13,36,-1.28757772543113,13,0,-3.96661555651576,0,5,4,8,4,0.581414859440741,6,11,74,0,Male,-26.4124268874498,35,52,23,-7.93300558903849,34,Yes,9,9,628,11,-1.47131698180399,1,8,31,4,-9.13875839540569,0,Low,0,3,16,12,2,1,34,0
118,0,137,Platinum,1,4,-19.1591995201358,20,3,1,0,11,No,25,0.524297622119705,3,0,8,11,64,4,11,8,22,-11.3438264528329,9,0,0.011618716787745,0,6,1,1,0,1.22301633592891,8,0,44,19,Male,-33.8055882150692,25,21,11,-13.8771321089651,32,Yes,4,4,497,9,-7.55189515664254,6,1,27,3,13.3023596151867,0,Low,0,1,2,4,2,2,32,0
119,2,197,Gold,3,17,2.65409208272448,36,1,0,1,23,Yes,31,10.3706943936361,2,0,10,28,85,9,21,8,57,17.2744442419817,15,0,-1.50274402211461,0,6,1,5,0,0.319807234899907,13,5,92,6,Female,52.6876377776802,54,50,16,-23.3290774670168,59,No,9,9,846,7,-7.00487336850608,11,5,60,1,22.0320901780973,0,Low,1,3,21,17,1,1,59,3
120,0,198,Gold,3,2,-6.01697152702635,37,4,5,0,20,No,39,-3.34641188094357,2,0,6,32,102,0,17,18,38,12.6809877226675,10,0,-2.83490294337469,0,14,0,2,0,-2.47093856862975,9,0,94,4,Female,51.8951526779314,53,33,7,-35.6977113479046,62,No,0,0,747,11,-19.2236468421577,0,2,28,4,17.8434885400869,0,Low,0,3,4,2,0,2,62,0
121,1,136,Platinum,4,10,23.4508992393273,58,3,4,0,26,Yes,62,-2.22963207988206,5,0,8,42,87,17,15,19,69,15.7453024247429,10,0,2.56432836377346,1,2,2,11,3,-9.4130110215949,34,1,90,9,Female,20.6808650073147,47,46,44,-18.2935134631301,55,Yes,17,17,865,20,-13.3147582262141,1,11,40,3,-40.0347550612003,2,Low,0,4,14,10,2,2,55,3
122,1,197,Platinum,8,9,-2.78535219400133,26,3,2,0,21,No,28,-7.15205238840475,7,0,24,26,103,23,17,20,69,8.59739684913119,18,0,2.98097423257119,2,5,3,2,0,-0.381645957514138,39,2,80,2,Female,58.2929622532951,46,44,24,0.055549837717104,35,No,23,23,824,10,7.03167588079831,6,2,35,3,17.5539909422975,2,Medium,2,3,12,9,0,2,35,0
123,9,192,Platinum,6,12,13.0383850525223,45,8,1,0,21,Yes,43,-0.945439325511787,4,0,16,30,107,23,24,15,66,18.805212732114,26,0,3.69773030523839,0,2,3,7,12,7.61445016982573,34,4,91,6,Female,66.7177558964117,50,61,28,-3.50458090327572,44,Yes,23,23,971,13,-3.24466973198395,0,7,71,8,2.2755860914292,1,Low,0,1,9,12,0,1,44,2
124,2,188,Platinum,8,17,20.1281230625743,55,6,9,2,22,Yes,59,10.0768307059919,8,0,11,56,89,16,18,12,70,32.0160211214152,26,0,4.7804397920144,2,11,3,12,7,2.46665828949706,41,3,102,14,Female,66.341153287609,55,53,51,-24.062926420424,69,Yes,16,16,1015,33,-12.8864006242023,1,12,70,6,-21.3213167374084,1,Low,1,0,12,17,4,3,69,0
125,1,56,Platinum,0,4,-31.2496717733692,8,0,0,0,5,No,4,-0.003556929387115,1,0,1,4,18,0,4,5,5,-35.9511296009513,1,0,-3.83045609525286,0,1,1,2,0,-1.44822921859403,1,0,16,0,Male,-134.929730430906,7,9,2,-1.27551576792456,7,Yes,0,0,154,0,-4.73271537806678,2,2,8,0,8.83331165659826,0,Low,0,1,0,4,0,0,7,2
126,0,207,Gold,2,7,-8.90171551550323,25,1,2,0,37,Yes,29,-4.64477987675037,10,0,21,39,95,10,15,24,44,27.5652737175135,12,0,1.53030493613972,4,6,0,7,0,-9.7845895032473,34,8,81,10,Female,57.8484780565627,46,46,29,-37.7424712733385,76,No,10,10,856,9,-2.77101492328024,7,7,48,1,18.8026393142456,5,Low,0,4,10,7,0,6,76,1
127,0,49,Platinum,0,0,-31.3356110744577,4,1,1,0,3,No,6,-5.07061106631097,3,0,5,4,18,7,5,7,14,-33.5092241889201,4,0,1.06492202158438,1,0,0,3,5,-0.05498460607597,8,0,20,0,Male,-135.448950825195,12,8,3,3.6411542478636,5,Yes,7,7,204,1,3.13182084972945,0,3,6,1,2.72885986753054,0,Medium,0,2,0,0,0,2,5,2
128,1,64,Gold,1,1,-32.1902336448025,5,0,0,0,3,No,9,1.32667973572582,4,0,0,11,36,4,3,2,12,-30.822834476792,0,0,3.33771541365377,0,0,3,1,0,-4.03363891973278,3,0,20,9,Female,-115.081685400307,7,18,3,-6.63099284609762,16,Yes,4,4,245,6,-0.03988296685026,2,1,12,0,4.49962541392431,1,Low,0,0,0,1,0,1,16,2
129,4,212,Silver,7,28,32.394131378557,55,13,3,0,30,Yes,51,10.4440990929872,9,1,12,51,92,32,22,14,92,25.8707029488353,14,0,1.13296825316941,3,7,1,12,15,-8.41809183825309,26,25,88,3,Female,85.705501878309,78,58,58,4.48824972167112,47,Yes,32,32,1079,22,4.31044159466989,0,12,50,13,-4.44072066045357,0,Medium,3,8,30,28,4,4,47,3
130,0,158,Diamond,7,27,55.5602904259257,70,12,9,2,35,No,73,1.85363095218874,17,1,8,25,90,63,28,14,67,16.2698766344454,10,0,12.5782666281984,7,7,5,10,0,-11.4983101577934,41,6,85,14,Female,39.8367929518224,60,39,72,47.2779524318013,12,No,63,63,930,31,19.0174035033574,0,10,41,12,-51.7920752473369,3,Medium,0,1,22,27,13,4,12,3
131,6,364,Diamond,7,23,49.4794957956939,75,11,4,1,56,No,70,0.022463413524101,26,2,25,68,164,36,34,23,144,42.6064488501222,25,0,0.913026899605691,4,7,13,21,14,0.103988071228951,48,3,162,39,Male,280.739529437434,87,104,41,1.46014010427111,57,Yes,36,36,1678,34,-4.52178657249879,0,21,87,11,33.1845674910782,4,Low,4,7,20,23,4,7,57,3
132,1,155,Gold,12,32,26.2306551105718,47,11,3,0,26,Yes,51,3.1182279966677,11,0,8,49,107,36,20,22,55,14.7055794270484,22,0,-5.10080345180271,1,5,3,10,5,-2.66459920617159,21,5,111,16,Female,47.9389174671547,65,66,34,28.0779292184544,20,Yes,36,36,984,18,10.826367850332,0,10,43,11,-29.9189217597222,5,Low,2,6,27,32,1,7,20,3
133,2,183,Silver,5,13,15.6980029934875,39,4,9,0,19,No,41,-7.23831546267604,8,0,16,37,97,31,32,19,77,10.0684246583462,16,0,-1.0181781812193,1,6,2,18,10,2.61321845957952,39,1,90,1,Female,54.5555955646688,65,34,42,16.4040992350098,23,No,31,31,917,19,9.34170993793898,0,18,41,4,-8.95591303413235,6,Medium,0,1,16,13,4,5,23,2
134,0,92,Diamond,2,2,-27.8029273416628,7,2,0,0,11,No,11,-0.448634134049931,5,0,5,22,42,8,7,4,28,-24.3775036921722,9,0,3.61912754441815,2,1,2,0,2,2.87521871773819,7,0,46,2,Female,-75.856789316243,28,27,7,-1.33010098188399,15,Yes,8,8,389,2,2.95624795212375,3,0,19,2,7.63112778962392,0,Medium,1,1,4,2,1,1,15,0
135,1,139,Gold,2,7,-9.97345778324703,17,5,3,1,27,No,19,-9.88640315953744,6,1,13,35,71,28,14,17,66,-6.57520121783718,18,0,5.42004406781219,0,1,2,6,0,2.79852640692498,18,1,60,4,Female,-10.8162945449673,43,26,22,16.9878634379797,13,Yes,28,28,636,19,14.1246789596955,7,6,28,5,6.98073676819125,2,High,5,6,3,7,4,3,13,3
136,1,70,Platinum,1,4,-21.9742628103036,16,1,1,0,7,Yes,13,1.7685332461835,2,0,3,7,29,2,4,5,23,-25.904217093915,3,0,-0.33513907102948,0,7,2,2,4,-2.20362796358475,9,4,19,0,Male,-110.557004709425,17,13,11,-7.98543379563982,19,Yes,2,2,272,7,-5.93963803225793,1,2,11,1,3.2904795909206,0,High,0,2,6,4,0,0,19,3
137,2,95,Silver,4,4,-34.0447846609739,3,0,0,0,7,No,7,2.84941870755762,0,0,1,8,44,0,7,2,26,-30.4642248863366,6,0,-2.12747565472892,0,3,0,6,0,3.16073519863904,2,1,31,2,Female,-80.7959577050546,20,25,2,-3.92266514442011,12,Yes,0,0,328,7,-1.1196755815717,2,6,7,0,17.3890661812448,0,Low,0,0,2,4,0,0,12,2
